Product Name,Brand,Ingredients,Health Risk Numerical Data,Health Risk Level,Long-Term Health Effects,Skin Type Numerical Data,Skin Type,Age Group Numerical Data,Age Group,Price,Rupees,Rating,Usage Instructions
Coconut Dream Hair Oil,Brand GGG,"Coconut Oil, Vitamin E, Hibiscus Extract",203,Medium,Moisturizes and strengthens hair,15,"Dry, Normal",101,Adult,$28 ,2380,4.6,"Warm oil and massage into scalp, leave for 1 hour before washing"
Avocado Shine Hair Oil,Brand HHH,"Avocado Oil, Argan Oil, Jojoba Oil",203,Medium,Adds shine and repairs damaged hair,6,All,101,Adult,$30 ,2550,4.8,Apply a small amount to damp hair after washing
Neem Fresh Hair Oil,Brand III,"Neem Oil, Coconut Oil, Rosemary Oil",203,Medium,Fights dandruff and promotes scalp health,6,All,101,Adult,$26 ,2210,4.5,Massage into scalp and leave for 30 minutes before washing
Olive Nourish Hair Oil,Brand JJJ,"Olive Oil, Almond Oil, Vitamin E",203,Medium,Nourishes and hydrates hair,15,"Dry, Normal",101,Adult,$32 ,2720,4.7,Apply to damp hair and leave overnight for deep conditioning
Castor Strength Hair Oil,Brand KKK,"Castor Oil, Coconut Oil, Peppermint Oil",203,Medium,Strengthens hair follicles and promotes growth,6,All,101,Adult,$35 ,2975,4.8,Massage into scalp and leave for a few hours before washing
Almond Bliss Hair Oil,Brand LLL,"Almond Oil, Coconut Oil, Jojoba Oil",203,Medium,Softens hair and prevents split ends,15,"Dry, Normal",101,Adult,$38 ,3230,4.6,Apply to damp hair and leave for 1 hour before washing
Argan Renew Hair Oil,Brand MMM,"Argan Oil, Rosehip Oil, Vitamin E",203,Medium,Restores shine and elasticity,6,All,101,Adult,$40 ,3400,4.7,Apply a few drops to damp hair before styling
Peppermint Fresh Hair Oil,Brand NNN,"Peppermint Oil, Coconut Oil, Olive Oil",203,Medium,Stimulates hair growth and improves circulation,6,All,101,Adult,$36 ,3060,4.5,Massage into scalp and leave for 30 minutes before shampooing
Hibiscus Repair Hair Oil,Brand OOO,"Hibiscus Extract, Coconut Oil, Castor Oil",203,Medium,Repairs damaged hair and prevents breakage,6,All,101,Adult,$42 ,3570,4.8,"Warm oil and massage into scalp, leave for 1 hour before washing"
Rose Revive Hair Oil,Brand PPP,"Rose Oil, Jojoba Oil, Argan Oil",203,Medium,Nourishes and revitalizes hair,6,All,101,Adult,$45 ,3825,4.6,Apply to scalp and massage gently before shampooing
Coconut Strength Hair Oil,Brand QQQ,"Coconut Oil, Peppermint Oil, Castor Oil",203,Medium,Strengthens hair and promotes growth,6,All,101,Adult,$48 ,4080,4.7,Massage into scalp and leave overnight for best results
Amla Vitality Hair Oil,Brand RRR,"Amla Oil, Coconut Oil, Almond Oil",203,Medium,Improves hair texture and adds volume,15,"Dry, Normal",101,Adult,$50 ,4250,4.8,"Warm oil and massage into scalp, leave for 30 minutes before washing"
Jojoba Hydrate Hair Oil,Brand SSS,"Jojoba Oil, Argan Oil, Vitamin E",203,Medium,Hydrates and softens hair,6,All,101,Adult,$55 ,4675,4.6,Apply to damp hair and leave overnight for deep conditioning
Tea Tree Purify Hair Oil,Brand TTT,"Tea Tree Oil, Olive Oil, Castor Oil",203,Medium,Purifies scalp and prevents flakiness,28,"Oily, Normal",101,Adult,$58 ,4930,4.7,Massage into scalp and leave for 30 minutes before shampooing
Coconut Shine Hair Oil,Brand UUU,"Coconut Oil, Vitamin E, Argan Oil",203,Medium,Adds shine and smoothness,6,All,101,Adult,$60 ,5100,4.8,Apply to damp hair and style as usual
Rosemary Vitality Hair Oil,Brand VVV,"Rosemary Oil, Coconut Oil, Almond Oil",203,Medium,Promotes hair growth and improves circulation,6,All,101,Adult,$62 ,5270,4.5,Massage into scalp and leave for
Lavender Nourish Hair Oil,Brand WWW,"Lavender Oil, Coconut Oil, Olive Oil",203,Medium,Nourishes scalp and prevents dryness,15,"Dry, Normal",101,Adult,$65 ,5525,4.7,"Warm oil and massage into scalp, leave for 1 hour before washing"
Argan Radiance Hair Oil,Brand XXX,"Argan Oil, Jojoba Oil, Vitamin E",203,Medium,Adds shine and strengthens hair,6,All,101,Adult,$68 ,5780,4.8,Apply a few drops to damp hair before styling
Jasmine Glow Hair Oil,Brand YYY,"Jasmine Oil, Coconut Oil, Argan Oil",203,Medium,Adds fragrance and nourishment,6,All,101,Adult,$70 ,5950,4.6,Massage into scalp and leave for a few hours before washing
Tea Tree Therapy Hair Oil,Brand ZZZ,"Tea Tree Oil, Coconut Oil, Olive Oil",203,Medium,Soothes scalp and prevents infections,28,"Oily, Normal",101,Adult,$72 ,6120,4.7,Apply to scalp and massage gently before shampooing
Coconut Dream Hair Oil,Brand AAAA,"Coconut Oil, Vitamin E, Hibiscus Extract",203,Medium,Moisturizes and strengthens hair,15,"Dry, Normal",101,Adult,$75 ,6375,4.6,"Warm oil and massage into scalp, leave for 1 hour before washing"
Avocado Shine Hair Oil,Brand BBBB,"Avocado Oil, Argan Oil, Jojoba Oil",203,Medium,Adds shine and repairs damaged hair,6,All,101,Adult,$78 ,6630,4.8,Apply a small amount to damp hair after washing
Neem Fresh Hair Oil,Brand CCCC,"Neem Oil, Coconut Oil, Rosemary Oil",203,Medium,Fights dandruff and promotes scalp health,6,All,101,Adult,$80 ,6800,4.5,Massage into scalp and leave for 30 minutes before washing
Olive Nourish Hair Oil,Brand DDDD,"Olive Oil, Almond Oil, Vitamin E",203,Medium,Nourishes and hydrates hair,15,"Dry, Normal",101,Adult,$82 ,6970,4.7,Apply to damp hair and leave overnight for deep conditioning
Castor Strength Hair Oil,Brand EEEE,"Castor Oil, Coconut Oil, Peppermint Oil",203,Medium,Strengthens hair follicles and promotes growth,6,All,101,Adult,$85 ,7225,4.8,Massage into scalp and leave for a few hours before washing
Herbal Nourish Hair Oil,Brand FFFFF,"Amla Oil, Coconut Oil, Brahmi Oil",203,Medium,Nourishes scalp and strengthens hair,6,All,101,Adult,$32 ,2720,4.7,Massage into scalp and leave overnight for best results
Coconut Elixir Hair Oil,Brand GGGGG,"Coconut Oil, Olive Oil, Jojoba Oil",203,Medium,Hydrates and adds shine to hair,6,All,101,Adult,$35 ,2975,4.6,Apply a small amount to damp hair before styling
Jasmine Silk Hair Oil,Brand HHHHH,"Jasmine Oil, Argan Oil, Coconut Oil",203,Medium,Softens hair and adds a silky texture,6,All,101,Adult,$38 ,3230,4.8,Massage into scalp and leave for a few hours before washing
Argan Essence Hair Oil,Brand IIIII,"Argan Oil, Vitamin E, Castor Oil",203,Medium,Repairs damaged hair and split ends,6,All,101,Adult,$40 ,3400,4.7,Apply to damp hair and leave overnight for deep conditioning
Lavender Aura Hair Oil,Brand JJJJJ,"Lavender Oil, Almond Oil, Olive Oil",203,Medium,Calms scalp and reduces hair fall,15,"Dry, Normal",101,Adult,$42 ,3570,4.6,"Warm oil and massage into scalp, leave for 1 hour before washing"
Peppermint Fresh Hair Oil,Brand KKKKK,"Peppermint Oil, Jojoba Oil, Coconut Oil",203,Medium,Stimulates hair growth and improves circulation,6,All,101,Adult,$45 ,3825,4.8,Massage into scalp and leave for 30 minutes before shampooing
Coconut Bliss Hair Oil,Brand LLLLL,"Coconut Oil, Rosehip Oil, Vitamin E",203,Medium,Nourishes and strengthens hair,15,"Dry, Normal",101,Adult,$48 ,4080,4.7,Apply to damp hair and style as usual
Rosemary Essence Hair Oil,Brand MMMMM,"Rosemary Oil, Olive Oil, Castor Oil",203,Medium,Promotes hair thickness and volume,6,All,101,Adult,$50 ,4250,4.6,Massage into scalp and leave for 30 minutes before washing
Hibiscus Hydrate Hair Oil,Brand NNNNN,"Hibiscus Extract, Coconut Oil, Argan Oil",203,Medium,Hydrates and nourishes hair,15,"Dry, Normal",101,Adult,$52 ,4420,4.8,Apply to damp hair and leave overnight for deep conditioning
Tea Tree Therapy Hair Oil,Brand OOOOO,"Tea Tree Oil, Almond Oil, Coconut Oil",203,Medium,Soothes scalp and prevents dandruff,28,"Oily, Normal",101,Adult,$55 ,4675,4.7,Massage into scalp and leave for 30 minutes before shampooing
Coconut Shine Hair Oil,Brand PPPPP,"Coconut Oil, Olive Oil, Argan Oil",203,Medium,Adds shine and smoothness to hair,6,All,101,Adult,$58 ,4930,4.6,Apply to damp hair and style as usual
Amla Radiance Hair Oil,Brand QQQQQ,"Amla Oil, Jojoba Oil, Vitamin E",203,Medium,Restores natural hair color,6,All,101,Adult,$60 ,5100,4.8,Massage into scalp and leave for a few hours before washing
Avocado Nourish Hair Oil,Brand RRRRR,"Avocado Oil, Coconut Oil, Olive Oil",203,Medium,Nourishes and strengthens hair,15,"Dry, Normal",101,Adult,$62 ,5270,4.7,"Warm oil and massage into scalp, leave for 1 hour before washing"
Rose Revive Hair Oil,Brand SSSSS,"Rose Oil, Argan Oil, Jojoba Oil",203,Medium,Nourishes and revitalizes hair,6,All,101,Adult,$65 ,5525,4.6,Apply to scalp and massage gently before shampooing
Argan Renew Hair Oil,Brand TTTTT,"Argan Oil, Olive Oil, Vitamin E",203,Medium,Adds shine and restores moisture,15,"Dry, Normal",101,Adult,$68 ,5780,4.8,Apply a few drops to damp hair before styling
Lavender Luxe Hair Oil,Brand UUUUU,"Lavender Oil, Coconut Oil, Rosehip Oil",203,Medium,Promotes relaxation and soothes scalp,15,"Dry, Normal",101,Adult,$70 ,5950,4.7,Massage into scalp and leave for a few hours before washing
Peppermint Fresh Hair Oil,Brand VVVVV,"Peppermint Oil, Olive Oil, Castor Oil",203,Medium,Stimulates hair growth and improves circulation,6,All,101,Adult,$72 ,6120,4.6,Massage into scalp and leave for 30 minutes before shampooing
Hibiscus Hydrate Hair Oil,Brand WWWWW,"Hibiscus Extract, Coconut Oil, Argan Oil",203,Medium,Hydrates and nourishes hair,15,"Dry, Normal",101,Adult,$75 ,6375,4.8,Apply to damp hair and leave overnight for deep conditioning
Tea Tree Therapy Hair Oil,Brand XXXXX,"Tea Tree Oil, Almond Oil, Coconut Oil",203,Medium,Soothes scalp and prevents dandruff,28,"Oily, Normal",101,Adult,$78 ,6630,4.7,Massage into scalp and leave for 30 minutes before shampooing
Coconut Shine Hair Oil,Brand YYYYY,"Coconut Oil, Olive Oil, Argan Oil",203,Medium,Adds shine and smoothness to hair,6,All,101,Adult,$80 ,6800,4.6,Apply to damp hair and style as usual
Amla Radiance Hair Oil,Brand ZZZZZ,"Amla Oil, Jojoba Oil, Vitamin E",203,Medium,Restores natural hair color,6,All,101,Adult,$82 ,6970,4.8,Massage into scalp and leave for a few hours before washing
Avocado Nourish Hair Oil,Brand AAAAA,"Avocado Oil, Coconut Oil, Olive Oil",203,Medium,Nourishes and strengthens hair,15,"Dry, Normal",101,Adult,$85 ,7225,4.7,"Warm oil and massage into scalp, leave for 1 hour before washing"
Rose Revive Hair Oil,Brand BBBBB,"Rose Oil, Argan Oil, Jojoba Oil",203,Medium,Nourishes and revitalizes hair,6,All,101,Adult,$88 ,7480,4.6,Apply to scalp and massage gently before shampooing
Argan Renew Hair Oil,Brand CCCCC,"Argan Oil, Olive Oil, Vitamin E",203,Medium,Adds shine and restores moisture,15,"Dry, Normal",101,Adult,$90 ,7650,4.8,Apply a few drops to damp hair before styling
Lavender Luxe Hair Oil,Brand DDDDD,"Lavender Oil, Coconut Oil, Rosehip Oil",203,Medium,Promotes relaxation and soothes scalp,15,"Dry, Normal",101,Adult,$92 ,7820,4.7,Massage into scalp and leave for a few hours before washing
Peppermint Fresh Hair Oil,Brand EEEEE,"Peppermint Oil, Olive Oil, Castor Oil",203,Medium,Stimulates hair growth and improves circulation,6,All,101,Adult,$95 ,8075,4.6,Massage into scalp and leave for 30 minutes before shampooing
Hibiscus Hydrate Hair Oil,Brand FFFFF,"Hibiscus Extract, Coconut Oil, Argan Oil",203,Medium,Hydrates and nourishes hair,15,"Dry, Normal",101,Adult,$98 ,8330,4.8,Apply to damp hair and leave overnight for deep conditioning
Tea Tree Therapy Hair Oil,Brand GGGGG,"Tea Tree Oil, Almond Oil, Coconut Oil",203,Medium,Soothes scalp and prevents dandruff,28,"Oily, Normal",101,Adult,$100 ,8500,4.7,Massage into scalp and leave for 30 minutes before shampooing
Coconut Shine Hair Oil,Brand HHHHH,"Coconut Oil, Olive Oil, Argan Oil",203,Medium,Adds shine and smoothness to hair,6,All,101,Adult,$105 ,8925,4.6,Apply to damp hair and style as usual
Silk Finish Compact,Brand AAA,"Talc, Mica, Zinc Stearate",203,Medium,"Provides a smooth, matte finish",28,"Oily, Normal",101,Adult,$10 ,850,4.5,Apply with a sponge or brush for even coverage
Mineral Glow Powder,Brand BBB,"Mica, Titanium Dioxide, Iron Oxides",203,Medium,"Adds a natural, radiant glow",6,All,101,Adult,$15 ,1275,4.7,"Sweep onto cheeks, forehead, and nose for a luminous look"
Matte Perfection Powder,Brand CCC,"Talc, Silica, Dimethicone",203,Medium,Absorbs excess oil and reduces shine,3,Oily,101,Adult,$12 ,1020,4.6,Dust lightly over T-zone for a matte finish
Sheer Coverage Powder,Brand DDD,"Mica, Titanium Dioxide, Zinc Oxide",203,Medium,Provides lightweight coverage,6,All,101,Adult,$18 ,1530,4.8,Buff onto skin with a brush for a natural look
Flawless Finish Compact,Brand EEE,"Talc, Dimethicone, Boron Nitride",203,Medium,"Creates a flawless, airbrushed finish",6,All,101,Adult,$20 ,1700,4.7,Apply with a puff or brush in a circular motion
Radiant Glow Powder,Brand FFF,"Mica, Titanium Dioxide, Iron Oxides",203,Medium,Enhances natural luminosity,15,"Dry, Normal",101,Adult,$25 ,2125,4.6,Sweep onto cheekbones and temples for a radiant glow
Mattifying Pressed Powder,Brand GGG,"Talc, Silica, Kaolin",203,Medium,Controls shine and minimizes pores,27,"Oily, Combination",101,Adult,$22 ,1870,4.5,Pat onto oily areas with a puff or brush for a matte finish
Translucent Setting Powder,Brand HHH,"Silica, Talc, Cornstarch",203,Medium,Sets makeup and reduces oiliness,6,All,101,Adult,$30 ,2550,4.8,Dust lightly over face with a brush to set makeup
Dewy Finish Powder,Brand III,"Mica, Titanium Dioxide, Zinc Oxide",203,Medium,"Adds a subtle, dewy glow to the skin",15,"Dry, Normal",101,Adult,$28 ,2380,4.7,Sweep onto cheekbones and high points of the face for radiance
Perfecting Loose Powder,Brand JJJ,"Silica, Mica, Dimethicone",203,Medium,Blurs imperfections and sets makeup,6,All,101,Adult,$35 ,2975,4.6,Apply with a brush or puff to set makeup and minimize shine
HD Finishing Powder,Brand KKK,"Silica, Talc, Dimethicone",203,Medium,"Provides a smooth, photo-ready finish",6,All,101,Adult,$32 ,2720,4.7,Dust lightly over face with a brush or puff for a flawless look
Natural Coverage Powder,Brand LLL,"Mica, Titanium Dioxide, Iron Oxides",203,Medium,Provides buildable coverage,6,All,101,Adult,$38 ,3230,4.6,Apply with a brush or sponge for customizable coverage
Velvet Touch Compact,Brand MMM,"Talc, Mica, Dimethicone",203,Medium,Leaves skin feeling soft and velvety,15,"Dry, Normal",101,Adult,$40 ,3400,4.8,"Buff onto skin with a brush for a smooth, matte finish"
Radiance-Boosting Powder,Brand NNN,"Mica, Titanium Dioxide, Iron Oxides",203,Medium,Adds luminosity and vitality to the skin,6,All,101,Adult,$45 ,3825,4.7,Sweep onto high points of the face for a lit-from-within glow
Oil Control Pressed Powder,Brand OOO,"Talc, Silica, Zinc Oxide",203,Medium,Absorbs excess oil and minimizes shine,27,"Oily, Combination",101,Adult,$42 ,3570,4.6,Pat onto oily areas with a puff or brush for a matte finish
Illuminating Setting Powder,Brand PPP,"Mica, Silica, Titanium Dioxide",203,Medium,Sets makeup and adds radiance,6,All,101,Adult,$48 ,4080,4.8,Dust lightly over face with a brush for a luminous finish
Soft Focus Powder,Brand QQQ,"Silica, Talc, Dimethicone",203,Medium,Blurs imperfections and softens the skin,6,All,101,Adult,$50 ,4250,4.7,"Apply with a brush for a soft, diffused finish"
Mineral Veil Powder,Brand RRR,"Silica, Mica, Titanium Dioxide",203,Medium,Sets makeup and minimizes the appearance of pores,6,All,101,Adult,$55 ,4675,4.6,Dust lightly over face with a brush for a flawless finish
Luminous Finish Powder,Brand SSS,"Mica, Titanium Dioxide, Iron Oxides",203,Medium,Adds radiance and luminosity to the skin,15,"Dry, Normal",101,Adult,$58 ,4930,4.8,Sweep onto cheekbones and high points of the face for a radiant glow
Pore-Refining Pressed Powder,Brand TTT,"Talc, Silica, Kaolin",203,Medium,Minimizes the appearance of pores,27,"Oily, Combination",101,Adult,$60 ,5100,4.7,Pat onto T-zone with a puff or brush for a smooth finish
Hydrating Setting Powder,Brand UUU,"Silica, Mica, Dimethicone",203,Medium,Sets makeup and hydrates the skin,15,"Dry, Normal",101,Adult,$65 ,5525,4.6,Dust lightly over face with a brush for a hydrated finish
Blur & Mattify Powder,Brand VVV,"Silica, Talc, Dimethicone",203,Medium,Blurs imperfections and controls shine,3,Oily,101,Adult,$68 ,5780,4.8,"Apply with a brush or puff for a matte, blurred finish"
Radiant Setting Powder,Brand WWW,"Mica, Titanium Dioxide, Zinc Oxide",203,Medium,Sets makeup and adds a radiant glow,6,All,101,Adult,$70 ,5950,4.7,Sweep onto face with a brush for a luminous finish
HD Finishing Powder,Brand XXX,"Silica, Mica, Dimethicone",203,Medium,"Provides a smooth, photo-ready finish",6,All,101,Adult,$75 ,6375,4.6,Dust lightly over face with a brush or puff for a flawless look
Natural Finish Powder,Brand YYY,"Mica, Titanium Dioxide, Iron Oxides",203,Medium,"Provides a natural, matte finish",6,All,101,Adult,$78 ,6630,4.8,Apply with a brush or sponge for a seamless look
Airbrush Perfecting Powder,Brand ZZZ,"Silica, Talc, Dimethicone",203,Medium,Blurs imperfections and sets makeup,6,All,101,Adult,$80 ,6800,4.7,Buff onto skin with a brush for an airbrushed finish
Soft Focus Powder,Brand AAAA,"Silica, Talc, Dimethicone",203,Medium,Blurs imperfections and softens the skin,6,All,101,Adult,$85 ,7225,4.6,"Apply with a brush for a soft, diffused finish"
Illuminating Setting Powder,Brand BBBB,"Mica, Silica, Titanium Dioxide",203,Medium,Sets makeup and adds radiance,6,All,101,Adult,$88 ,7480,4.8,Dust lightly over face with a brush for a luminous finish
Mineral Veil Powder,Brand CCCC,"Silica, Mica, Titanium Dioxide",203,Medium,Sets makeup and minimizes the appearance of pores,6,All,101,Adult,$90 ,7650,4.7,Dust lightly over face with a brush for a flawless finish
Refreshing Gel Cleanser,Brand AAA,"Water, Sodium Lauroyl Methyl Isethionate, Glycerin",203,Medium,Cleanses without stripping the skin,6,All,101,Adult,$8 ,680,4.5,"Apply to damp skin, massage gently, and rinse thoroughly"
Foaming Facial Cleanser,Brand BBB,"Water, Sodium Cocoyl Isethionate, Cocamidopropyl Betaine",203,Medium,Removes impurities and excess oil,27,"Oily, Combination",101,Adult,$10 ,850,4.7,"Dispense a small amount onto hands, lather, and massage onto wet skin"
Purifying Cleansing Foam,Brand CCC,"Water, Glycerin, Myristic Acid",203,Medium,Deeply cleanses pores and balances oil production,26,"Oily, Acne-prone",101,Adult,$12 ,1020,4.6,"Massage onto damp skin, rinse thoroughly with water"
Hydrating Cream Cleanser,Brand DDD,"Water, Cetyl Alcohol, Glycerin",203,Medium,Hydrates and nourishes the skin,16,"Dry, Sensitive",101,Adult,$15 ,1275,4.8,"Apply to dry or damp skin, massage gently, and rinse thoroughly"
Gentle Exfoliating Cleanser,Brand EEE,"Water, Sodium Lauryl Sulfoacetate, Jojoba Beads",203,Medium,Exfoliates dead skin cells and promotes cell turnover,6,All,101,Adult,$18 ,1530,4.7,"Massage onto damp skin in circular motions, rinse thoroughly"
Brightening Foam Cleanser,Brand FFF,"Water, Cocamidopropyl Betaine, Glycerin",203,Medium,Evens skin tone and improves radiance,6,All,101,Adult,$20 ,1700,4.6,"Dispense a small amount onto hands, lather, and massage onto wet skin"
